Time,Channel A
(s),(V)

-0.74678006,1.88985900
-0.74676006,1.88985900
-0.74674006,1.88985900
-0.74672006,1.84484400
-0.74670006,1.88985900
-0.74668006,1.84484400
-0.74666006,1.84484400
-0.74664006,1.84484400
-0.74662006,1.93487300
-0.74660006,1.84484400
-0.74658006,1.93487300
-0.74656006,1.88985900
-0.74654006,1.93487300
-0.74652006,1.88985900
-0.74650006,1.93487300
-0.74648006,1.93487300
-0.74646006,1.93487300
-0.74644006,1.88985900
-0.74642006,1.88985900
-0.74640006,1.88985900
-0.74638006,1.93487300
-0.74636006,1.88985900
-0.74634006,1.93487300
-0.74632006,1.88985900
-0.74630006,1.93487300
-0.74628006,1.88985900
-0.74626006,1.88985900
-0.74624006,1.88985900
-0.74622006,1.93487300
-0.74620006,1.84484400
-0.74618006,1.93487300
-0.74616006,1.88985900
-0.74614006,1.93487300
-0.74612006,1.93487300
-0.74610006,1.88985900
-0.74608006,1.84484400
-0.74606006,1.88985900
-0.74604006,1.84484400
-0.74602006,1.88985900
-0.74600006,1.93487300
-0.74598006,1.88985900
-0.74596006,1.88985900
-0.74594006,1.88985900
-0.74592006,1.88985900
-0.74590006,1.88985900
-0.74588006,1.88985900
-0.74586006,1.88985900
-0.74584006,1.93487300
-0.74582006,1.88985900
-0.74580006,1.93487300
-0.74578006,1.93487300
-0.74576006,1.93487300
-0.74574006,1.97988800
-0.74572006,1.93487300
-0.74570006,1.88985900
-0.74568006,1.93487300
-0.74566006,1.93487300
-0.74564006,1.93487300
-0.74562006,1.88985900
-0.74560006,1.93487300
-0.74558006,1.88985900
-0.74556006,1.93487300
-0.74554006,1.88985900
-0.74552006,1.88985900
-0.74550006,1.84484400
-0.74548006,1.84484400
-0.74546006,1.84484400
-0.74544006,1.88985900
-0.74542006,1.84484400
-0.74540006,1.88985900
-0.74538006,1.84484400
-0.74536006,1.93487300
-0.74534006,1.84484400
-0.74532006,1.84484400
-0.74530006,1.88985900
-0.74528006,1.93487300
-0.74526006,1.88985900
-0.74524006,1.93487300
-0.74522006,1.84484400
-0.74520006,1.93487300
-0.74518006,1.88985900
-0.74516006,1.88985900
-0.74514006,1.93487300
-0.74512006,1.93487300
-0.74510006,1.88985900
-0.74508006,1.93487300
-0.74506006,1.93487300
-0.74504006,1.93487300
-0.74502006,1.88985900
-0.74500006,1.93487300
-0.74498006,1.93487300
-0.74496006,1.88985900
-0.74494006,1.93487300
-0.74492006,1.93487300
-0.74490006,1.88985900
-0.74488006,1.88985900
-0.74486006,1.93487300
-0.74484006,1.88985900
-0.74482006,1.93487300
-0.74480006,1.88985900
-0.74478006,1.88985900
-0.74476006,1.84484400
-0.74474006,1.88985900
-0.74472006,1.88985900
-0.74470006,1.88985900
-0.74468006,1.84484400
-0.74466006,1.88985900
-0.74464006,1.84484400
-0.74462006,1.88985900
-0.74460006,1.93487300
-0.74458006,1.88985900
-0.74456006,1.93487300
-0.74454006,1.93487300
-0.74452006,1.88985900
-0.74450006,1.93487300
-0.74448006,1.93487300
-0.74446006,1.97988800
-0.74444006,1.93487300
-0.74442006,1.93487300
-0.74440006,1.93487300
-0.74438006,1.93487300
-0.74436006,1.93487300
-0.74434006,1.93487300
-0.74432006,1.88985900
-0.74430006,1.88985900
-0.74428006,1.84484400
-0.74426006,1.84484400
-0.74424006,1.88985900
-0.74422006,1.88985900
-0.74420006,1.88985900
-0.74418006,1.88985900
-0.74416006,1.88985900
-0.74414006,1.88985900
-0.74412006,1.88985900
-0.74410006,1.88985900
-0.74408006,1.88985900
-0.74406006,1.88985900
-0.74404006,1.88985900
-0.74402006,1.88985900
-0.74400006,1.93487300
-0.74398006,1.93487300
-0.74396006,1.88985900
-0.74394006,1.88985900
-0.74392006,1.88985900
-0.74390006,1.93487300
-0.74388006,1.88985900
-0.74386006,1.88985900
-0.74384006,1.93487300
-0.74382006,1.88985900
-0.74380006,1.88985900
-0.74378006,1.84484400
-0.74376006,1.93487300
-0.74374006,1.84484400
-0.74372006,1.93487300
-0.74370006,1.88985900
-0.74368006,1.88985900
-0.74366006,1.88985900
-0.74364006,1.93487300
-0.74362006,1.93487300
-0.74360006,1.93487300
-0.74358006,1.88985900
-0.74356006,1.93487300
-0.74354006,1.93487300
-0.74352006,1.97988800
-0.74350006,1.93487300
-0.74348006,1.93487300
-0.74346006,1.93487300
-0.74344006,1.93487300
-0.74342006,1.88985900
-0.74340006,1.88985900
-0.74338006,1.88985900
-0.74336006,1.88985900
-0.74334006,1.88985900
-0.74332006,1.88985900
-0.74330006,1.93487300
-0.74328006,1.88985900
-0.74326006,1.93487300
-0.74324006,1.88985900
-0.74322006,1.93487300
-0.74320006,1.88985900
-0.74318006,1.88985900
-0.74316006,1.88985900
-0.74314006,1.88985900
-0.74312006,1.88985900
-0.74310006,1.93487300
-0.74308006,1.88985900
-0.74306006,1.88985900
-0.74304006,1.88985900
-0.74302006,1.88985900
-0.74300006,1.88985900
-0.74298006,1.88985900
-0.74296006,1.88985900
-0.74294006,1.84484400
-0.74292006,1.93487300
-0.74290006,1.88985900
-0.74288006,1.88985900
-0.74286006,1.93487300
-0.74284006,1.93487300
-0.74282006,1.88985900
-0.74280006,1.93487300
-0.74278006,1.88985900
-0.74276006,1.93487300
-0.74274006,1.93487300
-0.74272006,1.88985900
-0.74270006,1.93487300
-0.74268006,1.93487300
-0.74266006,1.88985900
-0.74264006,1.93487300
-0.74262006,1.93487300
-0.74260006,1.88985900
-0.74258006,1.93487300
-0.74256006,1.93487300
-0.74254006,1.93487300
-0.74252006,1.93487300
-0.74250006,1.93487300
-0.74248006,1.93487300
-0.74246006,1.93487300
-0.74244006,1.88985900
-0.74242006,1.88985900
-0.74240006,1.88985900
-0.74238006,1.88985900
-0.74236006,1.84484400
-0.74234006,1.88985900
-0.74232006,1.88985900
-0.74230006,1.93487300
-0.74228006,1.88985900
-0.74226006,1.88985900
-0.74224006,1.93487300
-0.74222006,1.88985900
-0.74220006,1.93487300
-0.74218006,1.93487300
-0.74216006,1.93487300
-0.74214006,1.93487300
-0.74212006,1.88985900
-0.74210006,1.88985900
-0.74208006,1.88985900
-0.74206006,1.84484400
-0.74204006,1.93487300
-0.74202006,1.93487300
-0.74200006,1.88985900
-0.74198006,1.84484400
-0.74196006,1.88985900
-0.74194006,1.88985900
-0.74192006,1.93487300
-0.74190006,1.88985900
-0.74188006,1.88985900
-0.74186006,1.88985900
-0.74184006,1.93487300
-0.74182006,1.84484400
-0.74180006,1.93487300
-0.74178006,1.88985900
-0.74176006,1.88985900
-0.74174006,1.93487300
-0.74172006,1.93487300
-0.74170006,1.93487300
-0.74168006,1.84484400
-0.74166006,1.93487300
-0.74164006,1.88985900
-0.74162006,1.93487300
-0.74160006,1.93487300
-0.74158006,1.93487300
-0.74156006,1.93487300
-0.74154006,1.93487300
-0.74152006,1.88985900
-0.74150006,1.88985900
-0.74148006,1.88985900
-0.74146006,1.88985900
-0.74144006,1.93487300
-0.74142006,1.88985900
-0.74140006,1.88985900
-0.74138006,1.93487300
-0.74136006,1.88985900
-0.74134006,1.88985900
-0.74132006,1.84484400
-0.74130006,1.84484400
-0.74128006,1.88985900
-0.74126006,1.88985900
-0.74124006,1.93487300
-0.74122006,1.93487300
-0.74120006,1.93487300
-0.74118006,1.88985900
-0.74116006,1.93487300
-0.74114006,1.88985900
-0.74112006,1.88985900
-0.74110006,1.88985900
-0.74108006,1.93487300
-0.74106006,1.93487300
-0.74104006,1.88985900
-0.74102006,1.88985900
-0.74100006,1.93487300
-0.74098006,1.88985900
-0.74096006,1.93487300
-0.74094006,1.88985900
-0.74092006,1.88985900
-0.74090006,1.93487300
-0.74088006,1.88985900
-0.74086006,1.84484400
-0.74084006,1.88985900
-0.74082006,1.88985900
-0.74080006,1.84484400
-0.74078006,1.88985900
-0.74076006,1.88985900
-0.74074006,1.93487300
-0.74072006,1.88985900
-0.74070006,1.93487300
-0.74068006,1.93487300
-0.74066006,1.93487300
-0.74064006,1.93487300
-0.74062006,1.93487300
-0.74060006,1.93487300
-0.74058006,1.93487300
-0.74056006,1.88985900
-0.74054006,1.88985900
-0.74052006,1.88985900
-0.74050006,1.84484400
-0.74048006,1.88985900
-0.74046006,1.88985900
-0.74044006,1.88985900
-0.74042006,1.88985900
-0.74040006,1.88985900
-0.74038006,1.84484400
-0.74036006,1.84484400
-0.74034006,1.84484400
-0.74032006,1.84484400
-0.74030006,1.88985900
-0.74028006,1.93487300
-0.74026006,1.88985900
-0.74024006,1.93487300
-0.74022006,1.93487300
-0.74020006,1.93487300
-0.74018006,1.93487300
-0.74016006,1.97988800
-0.74014006,1.93487300
-0.74012006,1.97988800
-0.74010006,1.88985900
-0.74008006,1.93487300
-0.74006006,1.84484400
-0.74004006,1.93487300
-0.74002006,1.88985900
-0.74000006,1.93487300
-0.73998006,1.88985900
-0.73996006,1.88985900
-0.73994006,1.84484400
-0.73992006,1.88985900
-0.73990006,1.88985900
-0.73988006,1.88985900
-0.73986006,1.84484400
-0.73984006,1.93487300
-0.73982006,1.93487300
-0.73980006,1.88985900
-0.73978006,1.93487300
-0.73976006,1.88985900
-0.73974006,1.93487300
-0.73972006,1.88985900
-0.73970006,1.93487300
-0.73968006,1.88985900
-0.73966006,1.93487300
-0.73964006,1.93487300
-0.73962006,1.88985900
-0.73960006,1.88985900
-0.73958006,1.88985900
-0.73956006,1.88985900
-0.73954006,1.93487300
-0.73952006,1.84484400
-0.73950006,1.88985900
-0.73948006,1.88985900
-0.73946006,1.93487300
-0.73944006,1.88985900
-0.73942006,1.93487300
-0.73940006,1.88985900
-0.73938006,1.93487300
-0.73936006,1.88985900
-0.73934006,1.88985900
-0.73932006,1.84484400
-0.73930006,1.88985900
-0.73928006,1.88985900
-0.73926006,1.93487300
-0.73924006,1.84484400
-0.73922006,1.88985900
-0.73920006,1.88985900
-0.73918006,1.84484400
-0.73916006,1.84484400
-0.73914006,1.88985900
-0.73912006,1.88985900
-0.73910006,1.88985900
-0.73908006,1.93487300
-0.73906006,1.93487300
-0.73904006,1.93487300
-0.73902006,1.93487300
-0.73900006,1.93487300
-0.73898006,1.88985900
-0.73896006,1.88985900
-0.73894006,1.88985900
-0.73892006,1.88985900
-0.73890006,1.88985900
-0.73888006,1.93487300
-0.73886006,1.88985900
-0.73884006,1.88985900
-0.73882006,1.88985900
-0.73880006,1.93487300
-0.73878006,1.84484400
-0.73876006,1.88985900
-0.73874006,1.84484400
-0.73872006,1.93487300
-0.73870006,1.88985900
-0.73868006,1.93487300
-0.73866006,1.93487300
-0.73864006,1.97988800
-0.73862006,1.93487300
-0.73860006,1.93487300
-0.73858006,1.88985900
-0.73856006,1.93487300
-0.73854006,1.93487300
-0.73852006,1.97988800
-0.73850006,1.93487300
-0.73848006,1.93487300
-0.73846006,1.93487300
-0.73844006,1.93487300
-0.73842006,1.93487300
-0.73840006,1.88985900
-0.73838006,1.88985900
-0.73836006,1.88985900
-0.73834006,1.93487300
-0.73832006,1.93487300
-0.73830006,1.93487300
-0.73828006,1.88985900
-0.73826006,1.93487300
-0.73824006,1.84484400
-0.73822006,1.88985900
-0.73820006,1.84484400
-0.73818006,1.88985900
-0.73816006,1.84484400
-0.73814006,1.93487300
-0.73812006,1.93487300
-0.73810006,1.93487300
-0.73808006,1.88985900
-0.73806006,1.88985900
-0.73804006,1.88985900
-0.73802006,1.88985900
-0.73800006,1.88985900
-0.73798006,1.93487300
-0.73796006,1.88985900
-0.73794006,1.93487300
-0.73792006,1.88985900
-0.73790006,1.84484400
-0.73788006,1.88985900
-0.73786006,1.88985900
-0.73784006,1.84484400
-0.73782006,1.88985900
-0.73780006,1.88985900
-0.73778006,1.88985900
-0.73776006,1.88985900
-0.73774006,1.93487300
-0.73772006,1.93487300
-0.73770006,1.93487300
-0.73768006,1.93487300
-0.73766006,1.93487300
-0.73764006,1.88985900
-0.73762006,1.88985900
-0.73760006,1.88985900
-0.73758006,1.84484400
-0.73756006,1.88985900
-0.73754006,1.84484400
-0.73752006,1.88985900
-0.73750006,1.84484400
-0.73748006,1.93487300
-0.73746006,1.93487300
-0.73744006,1.93487300
-0.73742006,1.88985900
-0.73740006,1.93487300
-0.73738006,1.84484400
-0.73736006,1.88985900
-0.73734006,1.88985900
-0.73732006,1.88985900
-0.73730006,1.88985900
-0.73728006,1.93487300
-0.73726006,1.88985900
-0.73724006,1.93487300
-0.73722006,1.88985900
-0.73720006,1.93487300
-0.73718006,1.93487300
-0.73716006,1.88985900
-0.73714006,1.88985900
-0.73712006,1.88985900
-0.73710006,1.88985900
-0.73708006,1.88985900
-0.73706006,1.88985900
-0.73704006,1.88985900
-0.73702006,1.88985900
-0.73700006,1.88985900
-0.73698006,1.93487300
-0.73696006,1.88985900
-0.73694006,1.93487300
-0.73692006,1.93487300
-0.73690006,1.93487300
-0.73688006,1.84484400
-0.73686006,1.93487300
-0.73684006,1.93487300
-0.73682006,1.93487300
-0.73680006,1.88985900
-0.73678006,1.93487300
-0.73676006,1.84484400
-0.73674006,1.88985900
-0.73672006,1.88985900
-0.73670006,1.84484400
-0.73668006,1.88985900
-0.73666006,1.84484400
-0.73664006,1.88985900
-0.73662006,1.93487300
-0.73660006,1.88985900
-0.73658006,1.88985900
-0.73656006,1.88985900
-0.73654006,1.93487300
-0.73652006,1.93487300
-0.73650006,1.93487300
-0.73648006,1.93487300
-0.73646006,1.88985900
-0.73644006,1.93487300
-0.73642006,1.93487300
-0.73640006,1.93487300
-0.73638006,1.93487300
-0.73636006,1.93487300
-0.73634006,1.93487300
-0.73632006,1.88985900
-0.73630006,1.84484400
-0.73628006,1.93487300
-0.73626006,1.88985900
-0.73624006,1.84484400
-0.73622006,1.84484400
-0.73620006,1.84484400
-0.73618006,1.88985900
-0.73616006,1.88985900
-0.73614006,1.88985900
-0.73612006,1.88985900
-0.73610006,1.88985900
-0.73608006,1.88985900
-0.73606006,1.88985900
-0.73604006,1.88985900
-0.73602006,1.93487300
-0.73600006,1.93487300
-0.73598006,1.88985900
-0.73596006,1.88985900
-0.73594006,1.88985900
-0.73592006,1.88985900
-0.73590006,1.84484400
-0.73588006,1.93487300
-0.73586006,1.93487300
-0.73584006,1.93487300
-0.73582006,1.88985900
-0.73580006,1.93487300
-0.73578006,1.93487300
-0.73576006,1.84484400
-0.73574006,1.93487300
-0.73572006,1.93487300
-0.73570006,1.88985900
-0.73568006,1.88985900
-0.73566006,1.88985900
-0.73564006,1.88985900
-0.73562006,1.88985900
-0.73560006,1.93487300
-0.73558006,1.84484400
-0.73556006,1.93487300
-0.73554006,1.93487300
-0.73552006,1.88985900
-0.73550006,1.93487300
-0.73548006,1.88985900
-0.73546006,1.93487300
-0.73544006,1.93487300
-0.73542006,1.93487300
-0.73540006,1.88985900
-0.73538006,1.88985900
-0.73536006,1.93487300
-0.73534006,1.93487300
-0.73532006,1.88985900
-0.73530006,1.93487300
-0.73528006,1.93487300
-0.73526006,1.93487300
-0.73524006,1.84484400
-0.73522006,1.93487300
-0.73520006,1.93487300
-0.73518006,1.93487300
-0.73516006,1.93487300
-0.73514006,1.88985900
-0.73512006,1.84484400
-0.73510006,1.88985900
-0.73508006,1.88985900
-0.73506006,1.88985900
-0.73504006,1.84484400
-0.73502006,1.93487300
-0.73500006,1.88985900
-0.73498006,1.88985900
-0.73496006,1.88985900
-0.73494006,1.93487300
-0.73492006,1.93487300
-0.73490006,1.93487300
-0.73488006,1.93487300
-0.73486006,1.93487300
-0.73484006,1.88985900
-0.73482006,1.93487300
-0.73480006,1.93487300
-0.73478006,1.93487300
-0.73476006,1.93487300
-0.73474006,1.93487300
-0.73472006,1.93487300
-0.73470006,1.88985900
-0.73468006,1.93487300
-0.73466006,1.93487300
-0.73464006,1.93487300
-0.73462006,1.93487300
-0.73460006,1.93487300
-0.73458006,1.93487300
-0.73456006,1.93487300
-0.73454006,1.88985900
-0.73452006,1.93487300
-0.73450006,1.88985900
-0.73448006,1.88985900
-0.73446006,1.84484400
-0.73444006,1.84484400
-0.73442006,1.84484400
-0.73440006,1.88985900
-0.73438006,1.88985900
-0.73436006,1.93487300
-0.73434006,1.93487300
-0.73432006,1.93487300
-0.73430006,1.88985900
-0.73428006,1.93487300
-0.73426006,1.88985900
-0.73424006,1.88985900
-0.73422006,1.88985900
-0.73420006,1.93487300
-0.73418006,1.88985900
-0.73416006,1.93487300
-0.73414006,1.88985900
-0.73412006,1.93487300
-0.73410006,1.88985900
-0.73408006,1.93487300
-0.73406006,1.88985900
-0.73404006,1.93487300
-0.73402006,1.84484400
-0.73400006,1.88985900
-0.73398006,1.88985900
-0.73396006,1.88985900
-0.73394006,1.84484400
-0.73392006,1.88985900
-0.73390006,1.93487300
-0.73388006,1.88985900
-0.73386006,1.84484400
-0.73384006,1.88985900
-0.73382006,1.93487300
-0.73380006,1.93487300
-0.73378006,1.88985900
-0.73376006,1.93487300
-0.73374006,1.93487300
-0.73372006,1.88985900
-0.73370006,1.88985900
-0.73368006,1.93487300
-0.73366006,1.88985900
-0.73364006,1.88985900
-0.73362006,1.93487300
-0.73360006,1.93487300
-0.73358006,1.93487300
-0.73356006,1.93487300
-0.73354006,1.93487300
-0.73352006,1.93487300
-0.73350006,1.88985900
-0.73348006,1.88985900
-0.73346006,1.88985900
-0.73344006,1.88985900
-0.73342006,1.88985900
-0.73340006,1.88985900
-0.73338006,1.84484400
-0.73336006,1.84484400
-0.73334006,1.84484400
-0.73332006,1.84484400
-0.73330006,1.88985900
-0.73328006,1.84484400
-0.73326006,1.88985900
-0.73324006,1.84484400
-0.73322006,1.93487300
-0.73320006,1.84484400
-0.73318006,1.88985900
-0.73316006,1.88985900
-0.73314006,1.93487300
-0.73312006,1.93487300
-0.73310006,1.93487300
-0.73308006,1.93487300
-0.73306006,1.93487300
-0.73304006,1.88985900
-0.73302006,1.93487300
-0.73300006,1.93487300
-0.73298006,1.88985900
-0.73296006,1.88985900
-0.73294006,1.88985900
-0.73292006,1.84484400
-0.73290006,1.88985900
-0.73288006,1.84484400
-0.73286006,1.88985900
-0.73284006,1.88985900
-0.73282006,1.88985900
-0.73280006,1.88985900
-0.73278006,1.88985900
-0.73276006,1.88985900
-0.73274006,1.93487300
-0.73272006,1.88985900
-0.73270006,1.93487300
-0.73268006,1.88985900
-0.73266006,1.93487300
-0.73264006,1.93487300
-0.73262006,1.88985900
-0.73260006,1.88985900
-0.73258006,1.97988800
-0.73256006,1.88985900
-0.73254006,1.97988800
-0.73252006,1.97988800
-0.73250006,1.88985900
-0.73248006,1.93487300
-0.73246006,1.93487300
-0.73244006,1.88985900
-0.73242006,1.88985900
-0.73240006,1.88985900
-0.73238006,1.88985900
-0.73236006,1.88985900
-0.73234006,1.88985900
-0.73232006,1.88985900
-0.73230006,1.88985900
-0.73228006,1.88985900
-0.73226006,1.88985900
-0.73224006,1.88985900
-0.73222006,1.88985900
-0.73220006,1.88985900
-0.73218006,1.88985900
-0.73216006,1.84484400
-0.73214006,1.84484400
-0.73212006,1.88985900
-0.73210006,1.88985900
-0.73208006,1.84484400
-0.73206006,1.84484400
-0.73204006,1.93487300
-0.73202006,1.93487300
-0.73200006,1.93487300
-0.73198006,1.93487300
-0.73196006,1.93487300
-0.73194006,1.88985900
-0.73192006,1.84484400
-0.73190006,1.84484400
-0.73188006,1.88985900
-0.73186006,1.84484400
-0.73184006,1.88985900
-0.73182006,1.88985900
-0.73180006,1.88985900
-0.73178006,1.88985900
-0.73176006,1.93487300
-0.73174006,1.88985900
-0.73172006,1.93487300
-0.73170006,1.93487300
-0.73168006,1.93487300
-0.73166006,1.88985900
-0.73164006,1.93487300
-0.73162006,1.93487300
-0.73160006,1.88985900
-0.73158006,1.93487300
-0.73156006,1.88985900
-0.73154006,1.84484400
-0.73152006,1.88985900
-0.73150006,1.88985900
-0.73148006,1.88985900
-0.73146006,1.88985900
-0.73144006,1.93487300
-0.73142006,1.93487300
-0.73140006,1.93487300
-0.73138006,1.93487300
-0.73136006,1.88985900
-0.73134006,1.88985900
-0.73132006,1.88985900
-0.73130006,1.88985900
-0.73128006,1.93487300
-0.73126006,1.88985900
-0.73124006,1.93487300
-0.73122006,1.93487300
-0.73120006,1.84484400
-0.73118006,1.88985900
-0.73116006,1.88985900
-0.73114006,1.84484400
-0.73112006,1.84484400
-0.73110006,1.84484400
-0.73108006,1.88985900
-0.73106006,1.88985900
-0.73104006,1.88985900
-0.73102006,1.93487300
-0.73100006,1.88985900
-0.73098006,1.93487300
-0.73096006,1.93487300
-0.73094006,1.97988800
-0.73092006,1.93487300
-0.73090006,1.93487300
-0.73088006,1.93487300
-0.73086006,1.93487300
-0.73084006,1.84484400
-0.73082006,1.88985900
-0.73080006,1.88985900
-0.73078006,1.93487300
-0.73076006,1.88985900
-0.73074006,1.93487300
-0.73072006,1.88985900
-0.73070006,1.93487300
-0.73068006,1.88985900
-0.73066006,1.88985900
-0.73064006,1.88985900
-0.73062006,1.93487300
-0.73060006,1.84484400
-0.73058006,1.88985900
-0.73056006,1.84484400
-0.73054006,1.93487300
-0.73052006,1.88985900
-0.73050006,1.93487300
-0.73048006,1.88985900
-0.73046006,1.88985900
-0.73044006,1.88985900
-0.73042006,1.88985900
-0.73040006,1.84484400
-0.73038006,1.88985900
-0.73036006,1.88985900
-0.73034006,1.88985900
-0.73032006,1.88985900
-0.73030006,1.88985900
-0.73028006,1.84484400
-0.73026006,1.88985900
-0.73024006,1.93487300
-0.73022006,1.93487300
-0.73020006,1.93487300
-0.73018006,1.93487300
-0.73016006,1.88985900
-0.73014006,1.93487300
-0.73012006,1.93487300
-0.73010006,1.93487300
-0.73008006,1.88985900
-0.73006006,1.93487300
-0.73004006,1.84484400
-0.73002006,1.88985900
-0.73000006,1.84484400
-0.72998006,1.93487300
-0.72996006,1.88985900
-0.72994006,1.88985900
-0.72992006,1.88985900
-0.72990006,1.84484400
-0.72988006,1.88985900
-0.72986006,1.84484400
-0.72984006,1.88985900
-0.72982006,1.84484400
-0.72980006,1.88985900
-0.72978006,1.84484400
-0.72976006,1.84484400
-0.72974006,1.88985900
-0.72972006,1.93487300
-0.72970006,1.88985900
-0.72968006,1.93487300
-0.72966006,1.88985900
-0.72964006,1.88985900
-0.72962006,1.84484400
-0.72960006,1.88985900
-0.72958006,1.88985900
-0.72956006,1.93487300
-0.72954006,1.88985900
-0.72952006,1.93487300
-0.72950006,1.88985900
-0.72948006,1.93487300
-0.72946006,1.88985900
-0.72944006,1.97988800
-0.72942006,1.93487300
-0.72940006,1.93487300
-0.72938006,1.93487300
-0.72936006,1.93487300
-0.72934006,1.88985900
-0.72932006,1.93487300
-0.72930006,1.93487300
-0.72928006,1.88985900
-0.72926006,1.93487300
-0.72924006,1.93487300
-0.72922006,1.88985900
-0.72920006,1.88985900
-0.72918006,1.93487300
-0.72916006,1.93487300
-0.72914006,1.88985900
-0.72912006,1.88985900
-0.72910006,1.84484400
-0.72908006,1.84484400
-0.72906006,1.84484400
-0.72904006,1.88985900
-0.72902006,1.84484400
-0.72900006,1.88985900
-0.72898006,1.88985900
-0.72896006,1.93487300
-0.72894006,1.93487300
-0.72892006,1.93487300
-0.72890006,1.97988800
-0.72888006,1.88985900
-0.72886006,1.88985900
-0.72884006,1.88985900
-0.72882006,1.93487300
-0.72880006,1.88985900
-0.72878006,1.93487300
-0.72876006,1.88985900
-0.72874006,1.88985900
-0.72872006,1.93487300
-0.72870006,1.84484400
-0.72868006,1.88985900
-0.72866006,1.93487300
-0.72864006,1.84484400
-0.72862006,1.88985900
-0.72860006,1.88985900
-0.72858006,1.93487300
-0.72856006,1.88985900
-0.72854006,1.88985900
-0.72852006,1.88985900
-0.72850006,1.88985900
-0.72848006,1.88985900
-0.72846006,1.88985900
-0.72844006,1.88985900
-0.72842006,1.88985900
-0.72840006,1.88985900
-0.72838006,1.88985900
-0.72836006,1.93487300
-0.72834006,1.88985900
-0.72832006,1.88985900
-0.72830006,1.88985900
-0.72828006,1.88985900
-0.72826006,1.88985900
-0.72824006,1.88985900
-0.72822006,1.84484400
-0.72820006,1.93487300
-0.72818006,1.88985900
-0.72816006,1.93487300
-0.72814006,1.84484400
-0.72812006,1.93487300
-0.72810006,1.93487300
-0.72808006,1.93487300
-0.72806006,1.88985900
-0.72804006,1.93487300
-0.72802006,1.84484400
-0.72800006,1.84484400
-0.72798006,1.84484400
-0.72796006,1.88985900
-0.72794006,1.88985900
-0.72792006,1.93487300
-0.72790006,1.93487300
-0.72788006,1.93487300
-0.72786006,1.84484400
-0.72784006,1.93487300
-0.72782006,1.93487300
-0.72780006,1.93487300
-0.72778006,1.88985900
-0.72776006,1.93487300
-0.72774006,1.88985900
-0.72772006,1.88985900
-0.72770006,1.88985900
-0.72768006,1.88985900
-0.72766006,1.88985900
-0.72764006,1.93487300
-0.72762006,1.88985900
-0.72760006,1.88985900
-0.72758006,1.93487300
-0.72756006,1.88985900
-0.72754006,1.88985900
-0.72752006,1.93487300
-0.72750006,1.88985900
-0.72748006,1.88985900
-0.72746006,1.88985900
-0.72744006,1.93487300
-0.72742006,1.93487300
-0.72740006,1.84484400
-0.72738006,1.88985900
-0.72736006,1.88985900
-0.72734006,1.88985900
-0.72732006,1.84484400
-0.72730006,1.84484400
-0.72728006,1.84484400
-0.72726006,1.84484400
-0.72724006,1.84484400
-0.72722006,1.88985900
-0.72720006,1.88985900
-0.72718006,1.93487300
-0.72716006,1.93487300
-0.72714006,1.93487300
-0.72712006,1.93487300
-0.72710006,1.97988800
-0.72708006,1.88985900
-0.72706006,1.88985900
-0.72704006,1.88985900
-0.72702006,1.88985900
-0.72700006,1.88985900
-0.72698006,1.88985900
-0.72696006,1.84484400
-0.72694006,1.84484400
-0.72692006,1.88985900
-0.72690006,1.88985900
-0.72688006,1.88985900
-0.72686006,1.88985900
-0.72684006,1.88985900
-0.72682006,1.88985900
-0.72680006,1.88985900
-0.72678006,1.93487300
-0.72676006,1.93487300
-0.72674006,1.93487300
-0.72672006,1.93487300
-0.72670006,1.88985900
-0.72668006,1.88985900
-0.72666006,1.88985900
-0.72664006,1.93487300
-0.72662006,1.93487300
-0.72660006,1.88985900
-0.72658006,1.93487300
-0.72656006,1.88985900
-0.72654006,1.88985900
-0.72652006,1.88985900
-0.72650006,1.88985900
-0.72648006,1.88985900
-0.72646006,1.84484400
-0.72644006,1.88985900
-0.72642006,1.88985900
-0.72640006,1.93487300
-0.72638006,1.84484400
-0.72636006,1.88985900
-0.72634006,1.88985900
-0.72632006,1.88985900
-0.72630006,1.88985900
-0.72628006,1.88985900
-0.72626006,1.88985900
-0.72624006,1.84484400
-0.72622006,1.84484400
-0.72620006,1.88985900
-0.72618006,1.93487300
-0.72616006,1.93487300
-0.72614006,1.93487300
-0.72612006,1.88985900
-0.72610006,1.93487300
-0.72608006,1.88985900
-0.72606006,1.97988800
-0.72604006,1.93487300
-0.72602006,1.97988800
-0.72600006,1.93487300
-0.72598006,1.93487300
-0.72596006,1.93487300
-0.72594006,1.88985900
-0.72592006,1.88985900
-0.72590006,1.93487300
-0.72588006,1.88985900
-0.72586006,1.93487300
-0.72584006,1.84484400
-0.72582006,1.88985900
-0.72580006,1.84484400
-0.72578006,1.84484400
-0.72576006,1.84484400
-0.72574006,1.88985900
-0.72572006,1.84484400
-0.72570006,1.88985900
-0.72568006,1.84484400
-0.72566006,1.84484400
-0.72564006,1.84484400
-0.72562006,1.88985900
-0.72560006,1.88985900
-0.72558006,1.88985900
-0.72556006,1.88985900
-0.72554006,1.93487300
-0.72552006,1.93487300
-0.72550006,1.88985900
-0.72548006,1.88985900
-0.72546006,1.93487300
-0.72544006,1.93487300
-0.72542006,1.93487300
-0.72540006,1.88985900
-0.72538006,1.93487300
-0.72536006,1.93487300
-0.72534006,1.93487300
-0.72532006,1.93487300
-0.72530006,1.93487300
