Time,Channel A,Channel B
(s),(V),(V)

-1.84419987,0.46427810,0.23297830
-1.84409987,0.48246710,0.24198130
-1.84399987,0.47337260,0.23297830
-1.84389987,0.47337260,0.23297830
-1.84379987,0.47337260,0.24198130
-1.84369987,0.46427810,0.23297830
-1.84359987,0.46427810,0.23297830
-1.84349987,0.46427810,0.24198130
-1.84339987,0.46427810,0.24198130
-1.84329987,0.47337260,0.23297830
-1.84319987,0.46427810,0.22400590
-1.84309987,0.46427810,0.24198130
-1.84299987,0.46427810,0.23297830
-1.84289987,0.47337260,0.24198130
-1.84279987,0.47337260,0.24198130
-1.84269987,0.46427810,0.23297830
-1.84259987,0.46427810,0.23297830
-1.84249987,0.47337260,0.23297830
-1.84239987,0.46427810,0.23297830
-1.84229987,0.46427810,0.24198130
-1.84219987,0.46427810,0.23297830
-1.84209987,0.47337260,0.24198130
-1.84199987,0.46427810,0.23297830
-1.84189987,0.46427810,0.24198130
-1.84179987,0.47337260,0.23297830
-1.84169987,0.46427810,0.23297830
-1.84159987,0.46427810,0.23297830
-1.84149987,0.46427810,0.23297830
-1.84139987,0.47337260,0.23297830
-1.84129987,0.47337260,0.23297830
-1.84119987,0.46427810,0.23297830
-1.84109987,0.46427810,0.24198130
-1.84099987,0.46427810,0.23297830
-1.84089987,0.47337260,0.23297830
-1.84079987,0.46427810,0.24198130
-1.84069987,0.46427810,0.24198130
-1.84059987,0.47337260,0.23297830
-1.84049987,0.47337260,0.23297830
-1.84039987,0.47337260,0.24198130
-1.84029987,0.46427810,0.24198130
-1.84019987,0.47337260,0.24198130
-1.84009987,0.47337260,0.24198130
-1.83999987,0.46427810,0.23297830
-1.83989987,0.47337260,0.24198130
-1.83979987,0.47337260,0.23297830
-1.83969987,0.46427810,0.23297830
-1.83959987,0.46427810,0.23297830
-1.83949987,0.46427810,0.23297830
-1.83939987,0.46427810,0.23297830
-1.83929987,0.46427810,0.23297830
-1.83919987,0.46427810,0.22400590
-1.83909987,0.46427810,0.22400590
-1.83899987,0.46427810,0.22400590
-1.83889987,0.46427810,0.22400590
-1.83879987,0.46427810,0.23297830
-1.83869987,0.46427810,0.23297830
-1.83859987,0.46427810,0.23297830
-1.83849987,0.46427810,0.23297830
-1.83839987,0.46427810,0.24198130
-1.83829987,0.46427810,0.24198130
-1.83819987,0.46427810,0.24198130
-1.83809987,0.46427810,0.23297830
-1.83799987,0.46427810,0.23297830
-1.83789987,0.46427810,0.24198130
-1.83779987,0.47337260,0.24198130
-1.83769987,0.46427810,0.24198130
-1.83759987,0.46427810,0.24198130
-1.83749987,0.46427810,0.24198130
-1.83739987,0.46427810,0.23297830
-1.83729987,0.47337260,0.23297830
-1.83719987,0.46427810,0.24198130
-1.83709987,0.47337260,0.23297830
-1.83699987,0.46427810,0.24198130
-1.83689987,0.46427810,0.23297830
-1.83679987,0.46427810,0.23297830
-1.83669987,0.46427810,0.24198130
-1.83659987,0.47337260,0.24198130
-1.83649987,0.46427810,0.24198130
-1.83639987,0.46427810,0.23297830
-1.83629987,0.46427810,0.23297830
-1.83619987,0.47337260,0.23297830
-1.83609987,0.46427810,0.24198130
-1.83599987,0.46427810,0.24198130
-1.83589987,0.46427810,0.24198130
-1.83579987,0.46427810,0.24198130
-1.83569987,0.46427810,0.24198130
-1.83559987,0.46427810,0.23297830
-1.83549987,0.46427810,0.24198130
-1.83539987,0.46427810,0.24198130
-1.83529987,0.46427810,0.24198130
-1.83519987,0.46427810,0.23297830
-1.83509987,0.46427810,0.23297830
-1.83499987,0.46427810,0.24198130
-1.83489987,0.46427810,0.24198130
-1.83479987,0.46427810,0.24198130
-1.83469987,0.47337260,0.24198130
-1.83459987,0.46427810,0.24198130
-1.83449987,0.46427810,0.23297830
-1.83439987,0.46427810,0.24198130
-1.83429987,0.46427810,0.24198130
-1.83419987,0.47337260,0.23297830
-1.83409987,0.46427810,0.23297830
-1.83399987,0.46427810,0.23297830
-1.83389987,0.46427810,0.24198130
-1.83379987,0.46427810,0.23297830
-1.83369987,0.46427810,0.23297830
-1.83359987,0.46427810,0.24198130
-1.83349987,0.46427810,0.23297830
-1.83339987,0.46427810,0.23297830
-1.83329987,0.46427810,0.23297830
-1.83319987,0.46427810,0.24198130
-1.83309987,0.47337260,0.23297830
-1.83299987,0.46427810,0.23297830
-1.83289987,0.46427810,0.24198130
-1.83279987,0.46427810,0.24198130
-1.83269987,0.48246710,0.24198130
-1.83259987,0.47337260,0.24198130
-1.83249987,0.46427810,0.24198130
-1.83239987,0.46427810,0.24198130
-1.83229987,0.47337260,0.23297830
-1.83219987,0.46427810,0.23297830
-1.83209987,0.46427810,0.24198130
-1.83199987,0.46427810,0.24198130
-1.83189987,0.46427810,0.23297830
-1.83179987,0.46427810,0.24198130
-1.83169987,0.46427810,0.23297830
-1.83159987,0.46427810,0.24198130
-1.83149987,0.46427810,0.23297830
-1.83139987,0.46427810,0.24198130
-1.83129987,0.46427810,0.23297830
-1.83119987,0.46427810,0.22400590
-1.83109987,0.46427810,0.23297830
-1.83099987,0.47337260,0.23297830
-1.83089987,0.47337260,0.23297830
-1.83079987,0.46427810,0.24198130
-1.83069987,0.46427810,0.24198130
-1.83059987,0.46427810,0.24198130
-1.83049987,0.46427810,0.24198130
-1.83039987,0.46427810,0.24198130
-1.83029987,0.46427810,0.23297830
-1.83019987,0.47337260,0.23297830
-1.83009987,0.46427810,0.23297830
-1.82999987,0.46427810,0.23297830
-1.82989987,0.46427810,0.23297830
-1.82979987,0.46427810,0.23297830
-1.82969987,0.46427810,0.23297830
-1.82959987,0.46427810,0.23297830
-1.82949987,0.46427810,0.23297830
-1.82939987,0.46427810,0.23297830
-1.82929987,0.46427810,0.23297830
-1.82919987,0.46427810,0.23297830
-1.82909987,0.46427810,0.22400590
-1.82899987,0.46427810,0.22400590
-1.82889987,0.46427810,0.23297830
-1.82879987,0.46427810,0.23297830
-1.82869987,0.47337260,0.23297830
-1.82859987,0.46427810,0.23297830
-1.82849987,0.46427810,0.22400590
-1.82839987,0.46427810,0.22400590
-1.82829987,0.46427810,0.22400590
-1.82819987,0.46427810,0.23297830
-1.82809987,0.47337260,0.23297830
-1.82799987,0.46427810,0.22400590
-1.82789987,0.46427810,0.23297830
-1.82779987,0.46427810,0.23297830
-1.82769987,0.46427810,0.23297830
-1.82759987,0.46427810,0.23297830
-1.82749987,0.46427810,0.23297830
-1.82739987,0.46427810,0.23297830
-1.82729987,0.46427810,0.23297830
-1.82719987,0.46427810,0.23297830
-1.82709987,0.46427810,0.23297830
-1.82699987,0.46427810,0.23297830
-1.82689987,0.46427810,0.24198130
-1.82679987,0.46427810,0.22400590
-1.82669987,0.46427810,0.22400590
-1.82659987,0.46427810,0.23297830
-1.82649987,0.46427810,0.23297830
-1.82639987,0.46427810,0.23297830
-1.82629987,0.46427810,0.23297830
-1.82619987,0.46427810,0.23297830
-1.82609987,0.46427810,0.23297830
-1.82599987,0.46427810,0.23297830
-1.82589987,0.46427810,0.23297830
-1.82579987,0.46427810,0.22400590
-1.82569987,0.46427810,0.23297830
-1.82559987,0.46427810,0.23297830
-1.82549987,0.46427810,0.22400590
-1.82539987,0.46427810,0.23297830
-1.82529987,0.46427810,0.23297830
-1.82519987,0.46427810,0.23297830
-1.82509987,0.46427810,0.22400590
-1.82499987,0.46427810,0.23297830
-1.82489987,0.46427810,0.23297830
-1.82479987,0.46427810,0.22400590
-1.82469987,0.46427810,0.23297830
-1.82459987,0.46427810,0.23297830
-1.82449987,0.46427810,0.23297830
-1.82439987,0.46427810,0.23297830
-1.82429987,0.46427810,0.23297830
-1.82419988,0.46427810,0.23297830
-1.82409988,0.46427810,0.23297830
-1.82399988,0.46427810,0.23297830
-1.82389988,0.46427810,0.22400590
-1.82379988,0.46427810,0.23297830
-1.82369988,0.46427810,0.23297830
-1.82359988,0.46427810,0.22400590
-1.82349988,0.46427810,0.22400590
-1.82339988,0.46427810,0.22400590
-1.82329988,0.47337260,0.22400590
-1.82319988,0.46427810,0.23297830
-1.82309988,0.46427810,0.23297830
-1.82299988,0.46427810,0.23297830
-1.82289988,0.46427810,0.23297830
-1.82279988,0.46427810,0.22400590
-1.82269988,0.46427810,0.23297830
-1.82259988,0.46427810,0.23297830
-1.82249988,0.46427810,0.22400590
-1.82239988,0.46427810,0.22400590
-1.82229988,0.46427810,0.23297830
-1.82219988,0.46427810,0.23297830
-1.82209988,0.46427810,0.23297830
-1.82199988,0.46427810,0.22400590
-1.82189988,0.46427810,0.23297830
-1.82179988,0.46427810,0.23297830
-1.82169988,0.46427810,0.23297830
-1.82159988,0.46427810,0.23297830
-1.82149988,0.46427810,0.23297830
-1.82139988,0.46427810,0.23297830
-1.82129988,0.47337260,0.22400590
-1.82119988,0.46427810,0.23297830
-1.82109988,0.46427810,0.24198130
-1.82099988,0.46427810,0.23297830
-1.82089988,0.47337260,0.23297830
-1.82079988,0.46427810,0.23297830
-1.82069988,0.46427810,0.23297830
-1.82059988,0.47337260,0.23297830
-1.82049988,0.46427810,0.23297830
-1.82039988,0.46427810,0.23297830
-1.82029988,0.46427810,0.24198130
-1.82019988,0.46427810,0.23297830
-1.82009988,0.46427810,0.23297830
-1.81999988,0.46427810,0.23297830
-1.81989988,0.46427810,0.23297830
-1.81979988,0.46427810,0.23297830
-1.81969988,0.46427810,0.23297830
-1.81959988,0.46427810,0.23297830
-1.81949988,0.46427810,0.23297830
-1.81939988,0.46427810,0.23297830
-1.81929988,0.46427810,0.23297830
-1.81919988,0.46427810,0.22400590
-1.81909988,0.46427810,0.22400590
-1.81899988,0.46427810,0.22400590
-1.81889988,0.46427810,0.22400590
-1.81879988,0.46427810,0.23297830
-1.81869988,0.46427810,0.23297830
-1.81859988,0.47337260,0.22400590
-1.81849988,0.46427810,0.22400590
-1.81839988,0.46427810,0.22400590
-1.81829988,0.46427810,0.23297830
-1.81819988,0.46427810,0.23297830
-1.81809988,0.46427810,0.23297830
-1.81799988,0.46427810,0.22400590
-1.81789988,0.46427810,0.22400590
-1.81779988,0.46427810,0.22400590
-1.81769988,0.46427810,0.23297830
-1.81759988,0.46427810,0.24198130
-1.81749988,0.46427810,0.23297830
-1.81739988,0.46427810,0.23297830
-1.81729988,0.46427810,0.23297830
-1.81719988,0.46427810,0.22400590
-1.81709988,0.46427810,0.22400590
-1.81699988,0.46427810,0.22400590
-1.81689988,0.46427810,0.23297830
-1.81679988,0.46427810,0.23297830
-1.81669988,0.46427810,0.23297830
-1.81659988,0.46427810,0.23297830
-1.81649988,0.46427810,0.22400590
-1.81639988,0.46427810,0.23297830
-1.81629988,0.46427810,0.23297830
-1.81619988,0.46427810,0.23297830
-1.81609988,0.46427810,0.23297830
-1.81599988,0.46427810,0.22400590
-1.81589988,0.46427810,0.23297830
-1.81579988,0.46427810,0.22400590
-1.81569988,0.46427810,0.22400590
-1.81559988,0.46427810,0.23297830
-1.81549988,0.46427810,0.23297830
-1.81539988,0.46427810,0.22400590
-1.81529988,0.46427810,0.23297830
-1.81519988,0.46427810,0.22400590
-1.81509988,0.46427810,0.22400590
-1.81499988,0.46427810,0.23297830
-1.81489988,0.46427810,0.23297830
-1.81479988,0.46427810,0.23297830
-1.81469988,0.46427810,0.23297830
-1.81459988,0.46427810,0.23297830
-1.81449988,0.46427810,0.22400590
-1.81439988,0.46427810,0.22400590
-1.81429988,0.46427810,0.22400590
-1.81419988,0.46427810,0.22400590
-1.81409988,0.46427810,0.23297830
-1.81399988,0.46427810,0.23297830
-1.81389988,0.46427810,0.23297830
-1.81379988,0.46427810,0.23297830
-1.81369988,0.46427810,0.23297830
-1.81359988,0.46427810,0.23297830
-1.81349988,0.46427810,0.23297830
-1.81339988,0.46427810,0.23297830
-1.81329988,0.46427810,0.23297830
-1.81319988,0.46427810,0.23297830
-1.81309988,0.46427810,0.23297830
-1.81299988,0.46427810,0.23297830
-1.81289988,0.47337260,0.23297830
-1.81279988,0.46427810,0.22400590
-1.81269988,0.46427810,0.22400590
-1.81259988,0.46427810,0.23297830
-1.81249988,0.47337260,0.23297830
-1.81239988,0.46427810,0.22400590
-1.81229988,0.46427810,0.22400590
-1.81219988,0.46427810,0.22400590
-1.81209988,0.46427810,0.23297830
-1.81199988,0.46427810,0.23297830
-1.81189988,0.46427810,0.23297830
-1.81179988,0.46427810,0.23297830
-1.81169988,0.46427810,0.23297830
-1.81159988,0.46427810,0.23297830
-1.81149988,0.46427810,0.22400590
-1.81139988,0.46427810,0.22400590
-1.81129988,0.46427810,0.23297830
-1.81119988,0.46427810,0.23297830
-1.81109988,0.46427810,0.22400590
-1.81099988,0.46427810,0.22400590
-1.81089988,0.46427810,0.23297830
-1.81079988,0.46427810,0.23297830
-1.81069988,0.46427810,0.23297830
-1.81059988,0.46427810,0.22400590
-1.81049988,0.46427810,0.23297830
-1.81039988,0.46427810,0.22400590
-1.81029988,0.46427810,0.23297830
-1.81019988,0.46427810,0.23297830
-1.81009988,0.47337260,0.23297830
-1.80999988,0.46427810,0.23297830
-1.80989988,0.46427810,0.23297830
-1.80979988,0.46427810,0.23297830
-1.80969988,0.46427810,0.22400590
-1.80959988,0.46427810,0.22400590
-1.80949988,0.46427810,0.22400590
-1.80939988,0.46427810,0.23297830
-1.80929988,0.46427810,0.22400590
-1.80919988,0.46427810,0.22400590
-1.80909988,0.46427810,0.22400590
-1.80899988,0.46427810,0.22400590
-1.80889988,0.46427810,0.22400590
-1.80879988,0.46427810,0.23297830
-1.80869988,0.46427810,0.23297830
-1.80859988,0.46427810,0.23297830
-1.80849988,0.46427810,0.23297830
-1.80839988,0.46427810,0.22400590
-1.80829988,0.46427810,0.22400590
-1.80819988,0.46427810,0.22400590
-1.80809988,0.46427810,0.22400590
-1.80799988,0.46427810,0.22400590
-1.80789988,0.46427810,0.22400590
-1.80779988,0.46427810,0.22400590
-1.80769988,0.46427810,0.23297830
-1.80759988,0.46427810,0.22400590
-1.80749988,0.46427810,0.22400590
-1.80739988,0.46427810,0.22400590
-1.80729988,0.46427810,0.23297830
-1.80719988,0.46427810,0.23297830
-1.80709988,0.46427810,0.23297830
-1.80699988,0.46427810,0.22400590
-1.80689988,0.46427810,0.22400590
-1.80679988,0.46427810,0.22400590
-1.80669988,0.46427810,0.22400590
-1.80659988,0.46427810,0.23297830
-1.80649988,0.46427810,0.22400590
-1.80639988,0.46427810,0.22400590
-1.80629988,0.46427810,0.22400590
-1.80619988,0.46427810,0.22400590
-1.80609988,0.46427810,0.22400590
-1.80599988,0.46427810,0.22400590
-1.80589988,0.46427810,0.23297830
-1.80579988,0.46427810,0.22400590
-1.80569988,0.46427810,0.22400590
-1.80559988,0.46427810,0.22400590
-1.80549988,0.46427810,0.22400590
-1.80539988,0.46427810,0.22400590
-1.80529988,0.47337260,0.23297830
-1.80519988,0.46427810,0.23297830
-1.80509988,0.46427810,0.22400590
-1.80499988,0.46427810,0.22400590
-1.80489988,0.46427810,0.23297830
-1.80479988,0.46427810,0.23297830
-1.80469988,0.46427810,0.23297830
-1.80459988,0.46427810,0.23297830
-1.80449988,0.46427810,0.23297830
-1.80439988,0.46427810,0.23297830
-1.80429988,0.46427810,0.23297830
-1.80419988,0.46427810,0.22400590
-1.80409988,0.47337260,0.23297830
-1.80399988,0.46427810,0.22400590
-1.80389988,0.46427810,0.23297830
-1.80379988,0.46427810,0.23297830
-1.80369988,0.46427810,0.22400590
-1.80359988,0.47337260,0.23297830
-1.80349988,0.46427810,0.22400590
-1.80339988,0.46427810,0.22400590
-1.80329988,0.46427810,0.22400590
-1.80319988,0.46427810,0.22400590
-1.80309988,0.46427810,0.23297830
-1.80299988,0.46427810,0.23297830
-1.80289988,0.46427810,0.23297830
-1.80279988,0.46427810,0.22400590
-1.80269988,0.46427810,0.22400590
-1.80259988,0.46427810,0.22400590
-1.80249988,0.46427810,0.22400590
-1.80239988,0.46427810,0.22400590
-1.80229988,0.46427810,0.22400590
-1.80219988,0.46427810,0.23297830
-1.80209988,0.46427810,0.22400590
-1.80199988,0.46427810,0.23297830
-1.80189988,0.46427810,0.23297830
-1.80179988,0.46427810,0.22400590
-1.80169988,0.46427810,0.22400590
-1.80159988,0.46427810,0.22400590
-1.80149988,0.46427810,0.23297830
-1.80139988,0.46427810,0.22400590
-1.80129988,0.46427810,0.23297830
-1.80119988,0.46427810,0.22400590
-1.80109988,0.47337260,0.23297830
-1.80099988,0.46427810,0.23297830
-1.80089988,0.46427810,0.23297830
-1.80079988,0.46427810,0.23297830
-1.80069988,0.46427810,0.23297830
-1.80059988,0.46427810,0.22400590
-1.80049988,0.46427810,0.23297830
-1.80039988,0.46427810,0.22400590
-1.80029988,0.46427810,0.23297830
-1.80019988,0.46427810,0.22400590
-1.80009988,0.46427810,0.22400590
-1.79999988,0.46427810,0.22400590
-1.79989988,0.46427810,0.23297830
-1.79979988,0.46427810,0.23297830
-1.79969988,0.46427810,0.23297830
-1.79959988,0.46427810,0.22400590
-1.79949988,0.46427810,0.22400590
-1.79939988,0.46427810,0.22400590
-1.79929988,0.46427810,0.22400590
-1.79919988,0.46427810,0.22400590
-1.79909988,0.46427810,0.22400590
-1.79899988,0.46427810,0.22400590
-1.79889988,0.46427810,0.22400590
-1.79879988,0.46427810,0.22400590
-1.79869988,0.46427810,0.22400590
-1.79859988,0.46427810,0.23297830
-1.79849988,0.46427810,0.22400590
-1.79839988,0.46427810,0.22400590
-1.79829988,0.46427810,0.23297830
-1.79819988,0.46427810,0.22400590
-1.79809988,0.46427810,0.22400590
-1.79799988,0.46427810,0.22400590
-1.79789988,0.46427810,0.22400590
-1.79779988,0.46427810,0.23297830
-1.79769988,0.46427810,0.22400590
-1.79759988,0.46427810,0.23297830
-1.79749988,0.46427810,0.22400590
-1.79739988,0.46427810,0.22400590
-1.79729988,0.46427810,0.22400590
-1.79719988,0.46427810,0.22400590
-1.79709988,0.46427810,0.22400590
-1.79699988,0.46427810,0.23297830
-1.79689988,0.46427810,0.22400590
-1.79679988,0.46427810,0.22400590
-1.79669988,0.46427810,0.23297830
-1.79659988,0.46427810,0.22400590
-1.79649988,0.46427810,0.22400590
-1.79639988,0.46427810,0.22400590
-1.79629988,0.46427810,0.22400590
-1.79619988,0.46427810,0.23297830
-1.79609988,0.46427810,0.22400590
-1.79599988,0.46427810,0.22400590
-1.79589988,0.46427810,0.22400590
-1.79579988,0.46427810,0.22400590
-1.79569988,0.46427810,0.24198130
-1.79559988,0.46427810,0.23297830
-1.79549988,0.46427810,0.23297830
-1.79539988,0.46427810,0.22400590
-1.79529988,0.46427810,0.22400590
-1.79519988,0.46427810,0.22400590
-1.79509988,0.46427810,0.22400590
-1.79499988,0.46427810,0.23297830
-1.79489988,0.46427810,0.22400590
-1.79479988,0.46427810,0.23297830
-1.79469988,0.46427810,0.22400590
-1.79459988,0.46427810,0.22400590
-1.79449988,0.46427810,0.22400590
-1.79439988,0.46427810,0.22400590
-1.79429988,0.46427810,0.23297830
-1.79419988,0.46427810,0.23297830
-1.79409988,0.46427810,0.22400590
-1.79399988,0.47337260,0.22400590
-1.79389988,0.46427810,0.22400590
-1.79379988,0.46427810,0.22400590
